amenities,price,minimum_nights,vacation_type
"[""paid parking on premises"", ""self check-in"", ""first aid kit"", ""long term stays allowed"", ""ac - split type ductless system"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""building staff"", ""refrigerator"", ""toaster"", ""coffee maker"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""free washer \u2013 in unit"", ""shower gel"", ""mini fridge"", ""dishwasher"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""paid parking off premises"", ""single level home"", ""freezer"", ""essentials"", ""laundromat nearby"", ""harbor view"", ""dedicated workspace"", ""wifi"", ""wine glasses"", ""cleaning products"", ""ethernet connection"", ""hangers"", ""conditioner"", ""smoke alarm"", ""oven"", ""dining table"", ""drying rack for clothing"", ""extra pillows and blankets"", ""hdtv with standard cable"", ""stove""]",$799.00,4,short vacation
"[""self check-in"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""hot water"", ""paid parking off premises"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""pets allowed"", ""hangers"", ""keypad""]",$531.00,2,short vacation
"[""smoke alarm"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""wifi""]",$238.00,1,short vacation
"[""long term stays allowed"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]",$300.00,1,short vacation
"[""first aid kit"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""free street parking"", ""lock on bedroom door"", ""kitchen"", ""host greets you"", ""iron"", ""heating"", ""hot water"", ""essentials"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""hangers"", ""smoke alarm"", ""extra pillows and blankets"", ""fire extinguisher""]",$600.00,90,long accomodation
"[""refrigerator"", ""smoke alarm"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]",$238.00,1,short vacation
"[""smoke alarm"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]",$261.00,1,short vacation
"[""smoke alarm"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""wifi"", ""smoking allowed""]",$240.00,1,short vacation
"[""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""shampoo"", ""air conditioning"", ""hot tub"", ""wifi""]",$299.00,1,short vacation
"[""long term stays allowed"", ""elevator"", ""washer"", ""tv"", ""dryer"", ""kitchen"", ""air conditioning"", ""hot tub""]","$3,000.00",7,short vacation
"[""smoke alarm"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]",$240.00,1,short vacation
"[""smoke alarm"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]",$259.00,1,short vacation
"[""smoke alarm"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]",$238.00,1,short vacation
"[""smoke alarm"", ""long term stays allowed"", ""essentials"", ""elevator"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]",$285.00,1,short vacation
"[""smoke alarm"", ""long term stays allowed"", ""essentials"", ""tv"", ""shampoo"", ""fire extinguisher"", ""hot tub"", ""wifi""]",$240.00,1,short vacation
"[""self check-in"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""coffee maker"", ""kitchen"", ""iron"", ""smoking allowed"", ""shower gel"", ""hot water"", ""washer"", ""air conditioning"", ""wifi"", ""pets allowed"", ""patio or balcony"", ""hangers"", ""smoke alarm"", ""keypad"", ""extra pillows and blankets"", ""fire extinguisher""]",$236.00,2,short vacation
"[""kitchen"", ""wifi"", ""hangers"", ""heating"", ""essentials"", ""gym"", ""elevator"", ""long term stays allowed"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""tv with standard cable""]",$608.00,2,short vacation
"[""pets allowed"", ""smoke alarm"", ""first aid kit"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]",$236.00,1,short vacation
"[""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""smoke alarm"", ""self check-in"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""keypad"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$466.00,2,short vacation
"[""paid parking on premises"", ""private pool"", ""first aid kit"", ""carbon monoxide alarm"", ""long term stays allowed"", ""ac - split type ductless system"", ""elevator"", ""shampoo"", ""hair dryer"", ""gym"", ""room-darkening shades"", ""bed linens"", ""sea view"", ""refrigerator"", ""lock on bedroom door"", ""bay view"", ""coffee maker"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""host greets you"", ""microwave"", ""cooking basics"", ""heating"", ""hot water"", ""paid parking off premises"", ""essentials"", ""washer"", ""cleaning available during stay"", ""dedicated workspace"", ""wifi"", ""tv with standard cable"", ""patio or balcony"", ""bathtub"", ""hangers"", ""smoke alarm"", ""fire extinguisher"", ""private hot tub"", ""stove""]",$500.00,28,short accomodation
"[""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""free parking on premises"", ""free street parking"", ""refrigerator"", ""pack \u2019n play/travel crib"", ""coffee maker"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""crib"", ""hot water"", ""essentials"", ""air conditioning"", ""harbor view"", ""wifi"", ""tv with standard cable"", ""pets allowed"", ""patio or balcony"", ""ethernet connection"", ""hangers"", ""smoke alarm"", ""keypad"", ""fire extinguisher"", ""stove""]","$1,388.00",2,short vacation
"[""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""dishes and silverware"", ""kitchen"", ""host greets you"", ""iron"", ""heating"", ""hot water"", ""essentials"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""hangers"", ""smoke alarm"", ""extra pillows and blankets"", ""fire extinguisher""]",$700.00,90,long accomodation
"[""kitchen"", ""hangers"", ""smoke alarm"", ""heating"", ""essentials"", ""long term stays allowed"", ""elevator"", ""washer"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""wifi"", ""tv with standard cable""]","$1,299.00",2,short vacation
"[""self check-in"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""free street parking"", ""refrigerator"", ""lock on bedroom door"", ""coffee maker"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""hot water"", ""essentials"", ""washer"", ""air conditioning"", ""wifi"", ""tv with standard cable"", ""hangers"", ""oven"", ""keypad"", ""stove""]",$800.00,1,short vacation
"[""refrigerator"", ""fire extinguisher"", ""lock on bedroom door"", ""hangers"", ""self check-in"", ""smoke alarm"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""keypad"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$476.00,2,short vacation
"[""refrigerator"", ""ceiling fan"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""fire extinguisher"", ""air conditioning"", ""wifi""]",$641.00,1,short vacation
"[""long term stays allowed""]",$635.00,1,short vacation
"[""long term stays allowed"", ""elevator"", ""luggage dropoff allowed"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""microwave"", ""window guards"", ""heating"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""pets allowed"", ""private entrance"", ""bathtub"", ""hangers"", ""ethernet connection"", ""outdoor dining area"", ""extra pillows and blankets""]",$250.00,28,short accomodation
"[""long term stays allowed"", ""elevator"", ""luggage dropoff allowed"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""microwave"", ""window guards"", ""heating"", ""free washer \u2013 in unit"", ""hot water"", ""window ac unit"", ""tv"", ""dedicated workspace"", ""wifi"", ""pets allowed"", ""private entrance"", ""bathtub"", ""hangers"", ""ethernet connection"", ""extra pillows and blankets"", ""fire extinguisher""]",$250.00,28,short accomodation
"[""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""smoke alarm"", ""first aid kit"", ""self check-in"", ""essentials"", ""smart lock"", ""elevator"", ""shampoo"", ""tv"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$364.00,1,short vacation
"[""smoke alarm"", ""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]",$883.00,30,short accomodation
"[""kitchen"", ""lock on bedroom door"", ""hangers"", ""long term stays allowed"", ""essentials"", ""washer"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$600.00,14,long vacation
"[""refrigerator"", ""fire extinguisher"", ""wifi"", ""hangers"", ""smoke alarm"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""washer"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""host greets you"", ""tv with standard cable""]",$627.00,1,short vacation
"[""kitchen"", ""hot water"", ""hangers"", ""long term stays allowed"", ""essentials"", ""washer"", ""shampoo"", ""dishes and silverware"", ""luggage dropoff allowed"", ""dryer"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""iron"", ""host greets you"", ""wifi""]","$1,250.00",7,short vacation
"[""smoke alarm"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""washer"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""wifi"", ""tv with standard cable""]",$576.00,1,short vacation
"[""hot water"", ""fire extinguisher"", ""hangers"", ""self check-in"", ""smoke alarm"", ""smart lock"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$666.00,2,short vacation
"[""fire extinguisher"", ""lock on bedroom door"", ""hangers"", ""self check-in"", ""smoke alarm"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""keypad"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$452.00,2,short vacation
"[""hot water"", ""fire extinguisher"", ""hangers"", ""32\"" hdtv"", ""window ac unit"", ""security cameras on property"", ""smoke alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""washer"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""dedicated workspace"", ""wifi""]",$347.00,7,short vacation
"[""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""smart lock"", ""microwave"", ""iron"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""hot tub"", ""wifi"", ""hangers"", ""smoke alarm"", ""fire extinguisher""]",$529.00,1,short vacation
"[""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""smart lock"", ""microwave"", ""iron"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""hot tub"", ""wifi"", ""hangers"", ""smoke alarm"", ""fire extinguisher""]","$217,591.00",1,short vacation
"[""refrigerator"", ""hot water"", ""fire extinguisher"", ""hangers"", ""self check-in"", ""smoke alarm"", ""smart lock"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""microwave"", ""iron"", ""bed linens"", ""wifi""]","$372,136.00",1,short vacation
"[""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""microwave"", ""iron"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""wifi"", ""private entrance"", ""hangers"", ""smoke alarm"", ""keypad"", ""fire extinguisher""]","$274,863.00",1,short vacation
"[""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""smart lock"", ""microwave"", ""iron"", ""smoking allowed"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""hot tub"", ""wifi"", ""hangers"", ""smoke alarm"", ""fire extinguisher""]","$227,971.00",1,short vacation
"[""pets allowed"", ""refrigerator"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""dishes and silverware"", ""kitchen"", ""air conditioning"", ""wifi"", ""heating""]",$550.00,3,short vacation
"[""self check-in"", ""clothing storage"", ""long term stays allowed"", ""elevator"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""lockbox"", ""refrigerator"", ""kitchen"", ""host greets you"", ""microwave"", ""iron"", ""hot water kettle"", ""hot water"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""hangers"", ""dining table"", ""drying rack for clothing"", ""stove""]","$1,357.00",3,short vacation
"[""kitchen"", ""hangers"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""dishes and silverware"", ""dryer"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]","$1,492.00",10,long vacation
"[""paid parking on premises"", ""first aid kit"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""bed linens"", ""free street parking"", ""refrigerator"", ""mountain view"", ""coffee maker"", ""dishes and silverware"", ""kitchen"", ""host greets you"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""hot water"", ""paid parking off premises"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""wifi"", ""bathtub"", ""hangers"", ""ethernet connection"", ""smoke alarm"", ""fire extinguisher"", ""stove""]","$1,500.00",28,short accomodation
"[""lock on bedroom door"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""elevator"", ""tv"", ""shampoo"", ""fire extinguisher"", ""air conditioning"", ""hot tub"", ""wifi""]","$1,000.00",28,short accomodation
"[""breakfast"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""gym"", ""free parking on premises"", ""bed linens"", ""lock on bedroom door"", ""dryer"", ""window guards"", ""iron"", ""hot water"", ""security cameras on property"", ""essentials"", ""washer"", ""cleaning available during stay"", ""pool"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""tv with standard cable"", ""ethernet connection"", ""hangers"", ""smoke alarm"", ""fire extinguisher""]",$360.00,1,short vacation
"[""kitchen"", ""private entrance"", ""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""smoke alarm"", ""self check-in"", ""long term stays allowed"", ""building staff"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""dryer"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$980.00,14,long vacation
